name,linkedin_link,facebook_link
,https://www.linkedin.com/in/fergalmullen/,
,https://www.linkedin.com/in/forest-baskett-a5813413/,
,https://www.linkedin.com/in/peter-barris-7a44011b/,
,https://www.linkedin.com/in/arnondinur/,
,https://www.linkedin.com/in/schwenderheiko/,
,https://www.linkedin.com/in/patrickmeisberger/?originalSubdomain=de,
,https://www.linkedin.com/in/phuong-lan-dao-651503/,
,https://www.linkedin.com/in/jim-armstrong-2a7702/,
,https://www.linkedin.com/in/sumantmandal/,
,https://www.linkedin.com/in/suaadsait/,
,https://www.linkedin.com/in/marksiegel2/,
,https://www.linkedin.com/in/meganquinn/,
,https://www.linkedin.com/in/santopoliti/,
,https://www.linkedin.com/in/lukewalling/,
,https://www.linkedin.com/in/themikewalsh/,
,https://www.linkedin.com/in/chandna/,
,https://www.linkedin.com/in/oahzrh/,
,https://www.linkedin.com/in/manugupta/,
,https://www.linkedin.com/in/daneldayan/,
,https://www.linkedin.com/in/russell-fleischer-37333934/,
